,brand,model,price (eur),engine,year,mileage (kms),fuel,gearbox,location
742,SEAT,Ateca,24980,2.0 TDI 110kW (150CV) S&S Style,2021,4600,Diésel,Manual,Badalona
743,BMW,X1,13940,xDrive18d,2015,130017,Diésel,Manual,Sabadell 1
744,Nissan,JUKE,12960,1.6 DIG-T 218 CV NISMO RS 4X2,2015,83029,Gasolina,Manual,Sabadell 1
745,Ford,Focus,15490,1.0 Ecoboost 92kW ST-Line,2019,19200,Gasolina,Manual,Viladecans
746,Dacia,Dokker,8490,Ambiance dCi 75 N1,2014,105948,Diésel,Manual,Viladecans
747,Mercedes,Benz Clase CLA,22990,CLA 220 CDI 4M Aut. AMG Line,2015,65985,Diésel,Automatica,Viladecans
748,Mini,Mini,13890,COOPER,2017,61842,Gasolina,Manual,Sabadell 1
749,SEAT,Ibiza,15490,SC 1.8 TSI 192cv Cupra,2016,80600,Gasolina,Manual,Mataró
750,SEAT,Leon,11990,ST 1.6 TDI 110cv St&Sp Style Con Bl Plus,2016,147676,Diésel,Manual,Viladecans
751,SEAT,Leon,10990,SC 1.4 TSI 122cv St&Sp FR,2014,139500,Gasolina,Manual,Viladecans
752,Peugeot,4007,9990,Sport Pack 7 Plazas 2.2 HDI 156 FAP,2012,104793,Diésel,Manual,Viladecans
753,Ssangyong,Tivoli,10690,G16 Limited 4x2,2015,55000,Gasolina,Manual,Sabadell 2
754,Fiat,Tipo,7320,1.4 Lounge 88kW (120CV) gasolina/GLP 5p.,2018,178319,GLP,Manual,Sabadell 1
755,SEAT,Ibiza,12490,SC 1.8 TSI 192cv Cupra,2016,146891,Gasolina,Manual,Granollers
756,Fiat,Tipo,7490,1.4 T-Jet 16v Lounge 88kW (120CV) GLP,2018,135541,GLP,Manual,Sabadell 1
757,Hyundai,Tucson,15990,1.6 GDi BlueDrive Tecno 4x2,2015,57000,Gasolina,Manual,Granollers
758,Audi,A3,10990,Sportback 1.6 TDI 105cv Ambition,2013,118988,Diésel,Manual,Sabadell 1
759,Volkswagen,Polo,7990,1.6 TDI 90cv Advance,2013,133303,Diésel,Manual,Viladecans
760,Mercedes,Benz Clase E,12130,E 220 CDI Blue Efficiency,2011,135604,Diésel,Manual,Sabadell 1
761,Citroen,C3 Aircross,12990,PureTech 60kW (82CV) FEEL,2018,63534,Gasolina,Manual,Viladecans
762,Mazda,CX-5,11580,2.2 150cv DE 2WD Style,2014,144100,Diésel,Manual,Sabadell 1
763,Ford,Focus,17990,1.0 Ecoboost 92kW ST-Line,2019,64600,Gasolina,Manual,Granollers
764,Fiat,500L,10990,1.4 16v 70kW (95CV) Lounge,2017,47804,Gasolina,Manual,Viladecans
765,Audi,A1,10890,1.6 TDI 90cv Ambition,2014,130800,Diésel,Manual,Sabadell 2
766,Alfa,Romeo Giulietta,11790,1.6 JTDm 120cv Collezione,2016,90300,Diésel,Automatica,Sabadell 2
767,SEAT,Leon,11990,1.2 TSI 81kW (110CV) St&Sp Reference,2017,93000,Gasolina,Manual,Granollers
768,Peugeot,308,16990,5p GT Line 1.2 PureTech 96KW (130CV),2019,73266,Gasolina,Manual,Hospitalet
769,Fiat,500X,15490,"Lounge 1,0 Firefly T3 88KW (120 CV) S&S",2020,4863,Gasolina,Manual,Viladecans
770,Ford,Kuga,13490,2.0 TDCi 163 4x4 Titanium Powershift,2014,147669,Diésel,Automatica,Hospitalet
771,BMW,Serie 4,32990,420d Automática,2017,50300,Diésel,Automatica,Granollers
772,Abarth,500,14990,1.4 16v T-Jet 595 103kW (140CV) E6,2016,38820,Gasolina,Automatica,Granollers
773,Ford,Kuga,14990,1.5 EcoBoost 110kW A-S-S 4x2 Trend,2017,46350,Gasolina,Manual,Granollers
774,Volkswagen,Golf,15490,VI 2.0 TSI 210cv DSG 6 vel GTI,2010,146000,Gasolina,Automatica,Mataró
775,Peugeot,207,5490,Sport 1.6 VTi 16v 120,2007,87450,Gasolina,Manual,Sabadell 2
776,Mercedes,Benz Vito,11490,111 CDI Vito L Compacta,2007,60700,Diésel,Manual,Hospitalet
777,Jeep,Wrangler,37990,2.8 CRD Rubicon Auto,2008,142020,Diésel,Automatica,Sabadell 2
778,Volkswagen,Golf,8860,VI 2.0 TDI 110cv DPF DSG Sport,2009,143843,Diésel,Automatica,Sabadell 1
779,Citroen,C2,4990,1.4 HDI SX,2004,58000,Diésel,Manual,Granollers
780,Volkswagen,Golf,6990,1.4 TSI 170cv GT Sport,2008,211296,Gasolina,Manual,Viladecans
781,Renault,Captur,13990,Zen TCe 66kW (90CV) -18,2018,52590,Gasolina,Manual,Gavá
782,Nissan,Qashqai+2,10990,"2.0 dCi TEKNA SPORT 4x2 17""",2011,147261,Diésel,Manual,Gavá
783,Nissan,Qashqai+2,9990,2.0 ACENTA 4X2,2012,127342,Gasolina,Manual,Gavá
784,SEAT,Ibiza,13990,1.0 EcoTSI 85kW (115CV) Style,2018,60257,Gasolina,Manual,Gavá
785,Hyundai,Tucson,15990,1.7 CRDi BlueDrive Tecno 4x2,2015,159416,Diésel,Manual,Gavá
786,Ford,Focus,15990,1.0 Ecoboost 92kW Titanium,2018,21404,Gasolina,Manual,Gavá
787,Volkswagen,Golf,13990,Edition 1.6 TDI 110CV BMT,2016,84040,Diésel,Manual,Gavá
788,Kia,Sportage,24990,1.6 GDi 97kW (132CV) Basic 4x2,2018,65872,Gasolina,Manual,Viladecans
789,Abarth,500,17990,1.4 16v T-Jet 595 118kW (160CV) Pista E6,2019,28830,Gasolina,Manual,Mataró
790,Volkswagen,Tiguan,14990,2.0 TDI 177cv DSG 4x4 Sport BMotion Tech,2014,162895,Diésel,Automatica,Mataró
791,Dacia,Dokker,14390,SL Trotamundos dCi 66kW (90CV),2018,9800,Diésel,Manual,Badalona
